,link_item
406,https://tiki.vn/sandal-nam-thoi-trang-cao-cap-sd7-p103727954.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.103728020&itm_medium=CPC&itm_source=tiki-reco&spid=103728020
407,https://tiki.vn/dep-nam-biggben-da-bo-that-cao-cap-dn180-p22938881.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.22938889&itm_medium=CPC&itm_source=tiki-reco&spid=22938889
408,https://tiki.vn/khan-giay-lau-giay-sieu-sach-sneaker-hop-30-to-san-giao-ngay-khong-hoa-chat-lam-hai-vai-free-ship-p89178912.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.167949336&itm_medium=CPC&itm_source=tiki-reco&spid=167949336
409,https://tiki.vn/giay-vai-sneaker-nam-nu-the-thao-cv9-p38004432.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.91075464&itm_medium=CPC&itm_source=tiki-reco&spid=91075464
410,https://tiki.vn/kem-chua-xuoc-va-sua-canh-do-da-saphir-creme-renovatrice-25ml-p15464533.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.15464551&itm_medium=CPC&itm_source=tiki-reco&spid=15464551
411,https://tiki.vn/giay-ro-nam-da-bo-sunpolo-sta681-den-nau-p132098603.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.132098609&itm_medium=CPC&itm_source=tiki-reco&spid=132098609
412,https://tiki.vn/dep-quai-ngang-dep-nam-da-bo-sunpolo-sua022-den-nau-p163660042.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.163660052&itm_medium=CPC&itm_source=tiki-reco&spid=163660052
413,https://tiki.vn/sandal-nam-giay-quai-hau-keedo-kds03-quai-cheo-p188189842.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.188189880&itm_medium=CPC&itm_source=tiki-reco&spid=188189880
414,https://tiki.vn/dep-nam-nu-sieu-nhe-quai-ngang-thoi-trang-t231g135-do-p19711211.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.129713449&itm_medium=CPC&itm_source=tiki-reco&spid=129713449
415,https://tiki.vn/sieu-nhe_sieu-ben-dep-nhua-nam-quai-ngang-chat-luong-em-chan-sm004-p110220065.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.110220074&itm_medium=CPC&itm_source=tiki-reco&spid=110220074
416,https://tiki.vn/dep-quai-ngang-nam-da-bo-that-100-in-van-gu-ca-sau-noi-p162743081.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.162743091&itm_medium=CPC&itm_source=tiki-reco&spid=162743091
417,https://tiki.vn/dep-nhua-sieu-nhe-bitis-nam-p159015474.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.159015482&itm_medium=CPC&itm_source=tiki-reco&spid=159015482
418,https://tiki.vn/dep-nam-quai-ngang-da-bo-that-mau-den-dn220-cao-cap-p52259019.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.52259027&itm_medium=CPC&itm_source=tiki-reco&spid=52259027
419,https://tiki.vn/dep-xo-ngon-nam-da-bo-moi-nhat-dinh-khoa-class-cao-cap-khong-ri-chat-luong-kcl-p179940043.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.179940057&itm_medium=CPC&itm_source=tiki-reco&spid=179940057
420,https://tiki.vn/don-got-giay-go-tu-nhien-nguyen-khoi-dai-22cm-dgh906-cho-giay-nam-nu-p126257693.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.126257694&itm_medium=CPC&itm_source=tiki-reco&spid=126257694
421,https://tiki.vn/gia-y-the-thao-nam-mendo-gia-y-sneaker-ma-u-kaki-xa-m-den-giu-p-tang-chie-u-cao-tu-tin-ra-ngoa-i-g5040-p195845139.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.195845149&itm_medium=CPC&itm_source=tiki-reco&spid=195845149
422,https://tiki.vn/giay-vai-nam-nu-classic-cao-co-kieu-dang-han-quoc-de-phoi-do-p96069708.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.96069730&itm_medium=CPC&itm_source=tiki-reco&spid=96069730
423,https://tiki.vn/giay-tay-nam-tang-cao-7-phan-da-that-van-ngang-chat-da-that-100-de-khau-chac-chan-ben-dep-p110006442.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.110006504&itm_medium=CPC&itm_source=tiki-reco&spid=110006504
424,https://tiki.vn/combo-2-doi-tam-lot-giay-huong-que-khu-mui-hoi-tc1052-p85970301.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.85971136&itm_medium=CPC&itm_source=tiki-reco&spid=85971136
425,https://tiki.vn/giay-sneaker-unisex-old-skool-vans-vn000d3hw00-p9809487.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.9809515&itm_medium=CPC&itm_source=tiki-reco&spid=9809515
426,https://tiki.vn/giay-nhua-lo-urban-graphics-nam-nu-di-mua-di-bien-chat-lieu-nhua-eva-sieu-nhe-paint-flakes-p186392106.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.186392170&itm_medium=CPC&itm_source=tiki-reco&spid=186392170
427,https://tiki.vn/dep-quai-ngang-nam-dong-hai-d1810-p96777829.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.96777833&itm_medium=CPC&itm_source=tiki-reco&spid=96777833
428,https://tiki.vn/giay-tang-chieu-cao-nam-7cm-da-bo-bao-hanh-12-thang-giay-tang-chieu-cao-nam-cao-an-7cm-kin-dao-bi-mat-tu-ben-trong-g-18-p115674528.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.115674781&itm_medium=CPC&itm_source=tiki-reco&spid=115674781
429,https://tiki.vn/dep-thai-lan-nam-xo-ngon-gambol-11267-p180364270.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.180364409&itm_medium=CPC&itm_source=tiki-reco&spid=180364409
430,https://tiki.vn/gia-y-mo-i-nam-gia-y-luo-i-nam-ht-neo-tron-da-sa-n-thie-t-ke-don-gia-n-tre-trung-phu-ho-p-vo-i-di-la-m-di-choi-gia-y-di-cu-c-em-chan-cha-t-lie-u-da-cao-ca-p-nen-di-khong-he-bi-dau-chan-ma-cu-c-thoa-i-ma-i-gm126-p197607921.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.197607927&itm_medium=CPC&itm_source=tiki-reco&spid=197607927
431,https://tiki.vn/giay-luoi-nam-da-bo-dap-van-ca-sau-sieu-ben-de-cao-su-may-xem-hang-moi-thanh-toan-p82937132.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.82937138&itm_medium=CPC&itm_source=tiki-reco&spid=82937138
432,https://tiki.vn/day-giay-saphir-phap-p15320462.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.15320466&itm_medium=CPC&itm_source=tiki-reco&spid=15320466
433,https://tiki.vn/dep-nam-dep-le-nam-mau-trang-ke-bac-duc-nguyen-khoi-sieu-nhe-p77574589.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.116145673&itm_medium=CPC&itm_source=tiki-reco&spid=116145673
434,https://tiki.vn/giay-linh-my-boot-nam-chien-thuat-quan-doi-p171821856.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.171821860&itm_medium=CPC&itm_source=tiki-reco&spid=171821860
435,https://tiki.vn/dep-to-ong-mau-nguoi-lon-36-37-38-39-40-41-42-p162782918.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.199263918&itm_medium=CPC&itm_source=tiki-reco&spid=199263918
436,https://tiki.vn/giay-luoi-vai-bo-nam-mau-xanh-nhat-om-chan-p98070715.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.98070749&itm_medium=CPC&itm_source=tiki-reco&spid=98070749
437,https://tiki.vn/giay-boot-nam-giay-doctor-nam-co-lung-dyseven-dang-cap-dinh-phong-cach-p73766135.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.73766137&itm_medium=CPC&itm_source=tiki-reco&spid=73766137
438,https://tiki.vn/giay-da-nam-bigsize-52-51-50-49-48-47-46-45-44-43-sans130-giay-luoi-khong-day-big-size-co-to-lon-dep-tre-trung-p199099240.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.203925316&itm_medium=CPC&itm_source=tiki-reco&spid=203925316
439,https://tiki.vn/dep-nam-quai-kep-hang-thai-lan-loai-1-xo-ngon-du-size-cho-ca-nam-tu-38-43-p182987380.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.182987430&itm_medium=CPC&itm_source=tiki-reco&spid=182987430
440,https://tiki.vn/giay-luoi-da-nam-cong-so-bui-leather-g120-da-bo-nappa-cao-cap-bao-hanh-12-thang-p191690638.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.191690650&itm_medium=CPC&itm_source=tiki-reco&spid=191690650
441,https://tiki.vn/dep-tong-xo-ngon-con-huou-nhieu-mau-anh-that-p186310820.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.186310957&itm_medium=CPC&itm_source=tiki-reco&spid=186310957
442,https://tiki.vn/combo-10-cap-lot-giay-em-chan-size-nam-trang-p143868093.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.143868099&itm_medium=CPC&itm_source=tiki-reco&spid=143868099
443,https://tiki.vn/dep-nam-quai-ngang-dep-nam-chong-tron-truot-sd66-p162507471.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.171194973&itm_medium=CPC&itm_source=tiki-reco&spid=171194973
444,https://tiki.vn/giay-nhua-lo-nam-nu-di-mua-di-bien-chat-lieu-eva-sieu-nhe-chong-nuoc-mau-den-tron-p127936974.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.127937020&itm_medium=CPC&itm_source=tiki-reco&spid=127937020
445,https://tiki.vn/giay-the-thao-nam-giay-da-lon-nam-k99-p110993914.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.110993947&itm_medium=CPC&itm_source=tiki-reco&spid=110993947
446,https://tiki.vn/giay-luoi-nam-giay-slip-on-nam-thoi-trang-da-bo-lapan-hang-dep-cap-cap-chat-luong-cao-tre-trung-pha-cach-p150876974.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.150877010&itm_medium=CPC&itm_source=tiki-reco&spid=150877010
447,https://tiki.vn/giay-the-thao-nam-giay-nam-cao-co-van-caro-kem-e15-p208200580.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.208200590&itm_medium=CPC&itm_source=tiki-reco&spid=208200590
448,https://tiki.vn/dep-nam-quai-ngang-da-bo-nappa-cao-cap-bui-leather-e102-de-duc-nguyen-khoi-khau-vien-thu-cong-di-em-chan-bao-hanh-12-thang-p191650844.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.191650848&itm_medium=CPC&itm_source=tiki-reco&spid=191650848
449,https://tiki.vn/giay-moi-nam-l23-p84761657.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.84761756&itm_medium=CPC&itm_source=tiki-reco&spid=84761756
450,https://tiki.vn/giay-cao-co-hang-loai-1-giay-phuot-p69834952.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.69834962&itm_medium=CPC&itm_source=tiki-reco&spid=69834962
451,https://tiki.vn/giay-chelsea-boots-nam-da-bong-thiet-ke-hien-dai-sang-trong-dang-cap-p213801417.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.213801432&itm_medium=CPC&itm_source=tiki-reco&spid=213801432
452,https://tiki.vn/lot-giay-nam-chat-lieu-cao-su-non-mem-em-lgn2022b-p188658205.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.188658241&itm_medium=CPC&itm_source=tiki-reco&spid=188658241
453,https://tiki.vn/giay-da-nam-giay-oxford-cong-so-bui-leather-g102-da-bo-nappa-cao-cap-bao-hanh-12-thang-p134708659.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.185992613&itm_medium=CPC&itm_source=tiki-reco&spid=185992613
454,https://tiki.vn/dep-to-ong-nhieu-mau-nam-nu-cuc-hot-loai-day-mk-store-p146045291.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.194523960&itm_medium=CPC&itm_source=tiki-reco&spid=194523960
455,https://tiki.vn/dep-xang-dan-nam-nam-quai-hau-teramo-trm15-xam-p19773325.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.19773331&itm_medium=CPC&itm_source=tiki-reco&spid=19773331
456,https://tiki.vn/giay-luoi-nam-da-bo-cao-cap-da-that-de-cao-su-em-cuc-ben-hang-viet-nam-sl01-p164023764.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.164023809&itm_medium=CPC&itm_source=tiki-reco&spid=164023809
457,https://tiki.vn/lot-giay-khu-mui-thoang-khi-sieu-cao-cap-sans911-sans-shop-p101656524.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.101656840&itm_medium=CPC&itm_source=tiki-reco&spid=101656840
458,https://tiki.vn/giay-boots-nam-da-bo-that-100-co-thap-kieu-buoc-day-cao-cap-may-full-quai-de-cao-su-cuc-em-p101870182.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.101870186&itm_medium=CPC&itm_source=tiki-reco&spid=101870186
459,https://tiki.vn/giay-the-thao-sneaker-nam-mau-moi-hot-trend-nam-2021-p83607233.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.83607247&itm_medium=CPC&itm_source=tiki-reco&spid=83607247
460,https://tiki.vn/dep-quai-ngang-nam-nu-duc-nguyen-khoi-sieu-nhe-duwa-hang-chinh-hang-tk191-p179234531.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.179234611&itm_medium=CPC&itm_source=tiki-reco&spid=179234611
461,https://tiki.vn/dep-nam-thoi-trang-mwc-dep-le-nam-quai-ngang-de-bet-dep-nam-nang-dong-ca-tinh-nade-7677-p165263466.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.165263731&itm_medium=CPC&itm_source=tiki-reco&spid=165263731
462,https://tiki.vn/dep-kep-thai-danh-cho-nam-cao-su-mem-em-chan-de01-p197727778.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.197727892&itm_medium=CPC&itm_source=tiki-reco&spid=197727892
463,https://tiki.vn/giay-luoi-vai-nam-orsil-chong-nuoc-chong-bui-k92-p149780748.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.149780767&itm_medium=CPC&itm_source=tiki-reco&spid=149780767
464,https://tiki.vn/giay-cao-nam-t-tra-tang-cao-6cm-sieu-em-t85-den-chat-lieu-da-bo-cao-cap-de-cao-su-duc-phan-tang-cao-an-ben-trong-p105681858.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.105681864&itm_medium=CPC&itm_source=tiki-reco&spid=105681864
465,https://tiki.vn/sandal-nam-comfortable-shoes-nhe-mem-em-chan-mau-san-xuat-2023-p221743829.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.221796681&itm_medium=CPC&itm_source=tiki-reco&spid=221796681
466,https://tiki.vn/giay-da-that-nam-giay-trung-nien-chong-tron-truot-om-chan-phong-cach-sang-trong-ma-36274-2-p166102286.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.166102306&itm_medium=CPC&itm_source=tiki-reco&spid=166102306
467,https://tiki.vn/giay-luoi-nam-da-bo-cao-cap-thm09-p14002040.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.14002046&itm_medium=CPC&itm_source=tiki-reco&spid=14002046
468,https://tiki.vn/dep-nam-da-bo-cao-cap-de-kep-sieu-ben-xem-hang-moi-thanh-toan-p82921925.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.129710506&itm_medium=CPC&itm_source=tiki-reco&spid=129710506
469,https://tiki.vn/giay-doc-nam-cao-co-dn38-ht-neo-da-mem-mai-min-vo-cung-om-chan-de-duc-cao-su-em-ai-bao-hanh-12-thang-p152762071.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.152762076&itm_medium=CPC&itm_source=tiki-reco&spid=152762076
470,https://tiki.vn/dep-le-bao-binh-dep-nam-quai-ngang-ke-soc-tang-chieu-cao-de-dang-di-chuyen-mang-em-chan-dqn23-p158756918.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.158757018&itm_medium=CPC&itm_source=tiki-reco&spid=158757018
471,https://tiki.vn/giay-sneaker-unisex-converse-chuck-taylor-all-star-1970s-all-white-low-2018-p7997318.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.8029909&itm_medium=CPC&itm_source=tiki-reco&spid=8029909
472,https://tiki.vn/giay-converse-run-star-motion-eyestay-overlays-edge-glow-a01320c-p205709584.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.205709598&itm_medium=CPC&itm_source=tiki-reco&spid=205709598
473,https://tiki.vn/giay-the-thao-nam-mendo-giay-sneaker-mau-den-xanh-giay-nam-dep-phong-cach-tre-trung-nang-dong-g5461-p196047408.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.196047433&itm_medium=CPC&itm_source=tiki-reco&spid=196047433
474,https://tiki.vn/chai-dung-dich-tay-trang-giay-tui-plac-danh-sach-giay-tien-loi-nho-gon-p82443736.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.183068859&itm_medium=CPC&itm_source=tiki-reco&spid=183068859
475,https://tiki.vn/xi-danh-giay-cao-cap-sans905-mau-den-nau-do-trang-danh-cho-do-da-tui-vi-xach-p171422657.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.171422689&itm_medium=CPC&itm_source=tiki-reco&spid=171422689
476,https://tiki.vn/sandal-si-nam-biti-s-dym009100doo-do-p189204337.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.189204343&itm_medium=CPC&itm_source=tiki-reco&spid=189204343
477,https://tiki.vn/giay-da-nam-giay-oxford-cong-so-bui-leather-g101-da-bo-nappa-cao-cap-bao-hanh-12-thang-p134652690.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.134652692&itm_medium=CPC&itm_source=tiki-reco&spid=134652692
478,https://tiki.vn/dep-chu-h-nam-quai-ngang-chong-nuoc-de-em-chan-nhieu-mau-p58130546.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.58817970&itm_medium=CPC&itm_source=tiki-reco&spid=58817970
479,https://tiki.vn/chai-dung-dich-tay-o-vang-de-giay-ximo-sole-bright-cho-chat-lieu-icy-cao-su-nhua-boost-xi07-p125874421.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.125874422&itm_medium=CPC&itm_source=tiki-reco&spid=125874422
480,https://tiki.vn/chai-xit-khu-mui-giay-mini-bo-tui-nhap-khau-tu-nhat-ban-p27585331.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.27585332&itm_medium=CPC&itm_source=tiki-reco&spid=27585332
481,https://tiki.vn/combo-10-chai-co-dau-choi-tay-trang-moi-loai-giay-dep-tui-xach-p176449419.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.177204794&itm_medium=CPC&itm_source=tiki-reco&spid=177204794
482,https://tiki.vn/su-c-y-ta-de-da-y-dep-cross-sieu-nhe-chong-truo-t-di-mua-cho-ng-tron-tang-kem-jibbitz-p203730050.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.203730099&itm_medium=CPC&itm_source=tiki-reco&spid=203730099
483,https://tiki.vn/giay-nhua-urban-nam-nu-di-mua-di-bien-d22001-xanh-cham-le-do-p193410950.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.193410975&itm_medium=CPC&itm_source=tiki-reco&spid=193410975
484,https://tiki.vn/giay-the-thao-nam-mendo-giay-sneaker-mau-den-xanh-giay-the-thao-hoat-dong-ngoai-troi-thoang-khi-g5416-p196028297.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.196028305&itm_medium=CPC&itm_source=tiki-reco&spid=196028305
485,https://tiki.vn/giay-sneaker-unisex-fila-zagato-1gm00849d-067-p196954221.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.196954238&itm_medium=CPC&itm_source=tiki-reco&spid=196954238
486,https://tiki.vn/skechers-nam-dep-xo-ngon-foamies-arch-fit-243158-bbk-p199141791.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.199141793&itm_medium=CPC&itm_source=tiki-reco&spid=199141793
487,https://tiki.vn/dep-sandal-nam-da-bo-that-mau-2-quai-mau-nau-p85099032.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.85099038&itm_medium=CPC&itm_source=tiki-reco&spid=85099038
488,https://tiki.vn/cay-giu-form-giay-go-da-nang-tien-loi-ximo-cho-ca-nam-va-nu-xcgfg06-p107801879.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.107801883&itm_medium=CPC&itm_source=tiki-reco&spid=107801883
489,https://tiki.vn/dep-suc-to-ong-de-giay-nhieu-mau-di-mua-suc-lo-luoi-bit-mui-nam-7-mau-idep-sl030-p180601575.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202303210600_MD_batched_PID.180601588&itm_medium=CPC&itm_source=tiki-reco&spid=180601588
